Series Name,Series Code,Country Name,Country Code,Region,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Paraguay,PRY,Region of the Americas,70.36996731,71.68837024,72.97978515,74.17674926,75.34845818,76.51007181,77.66137721,78.8024377,79.93354749,81.05452511,82.16543887,83.26635405,84.35751717,85.43371292,86.49921542,87.55615081,88.60470662,89.64468646,90.67739141,91.71567413,92.74627367,93.60274559
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Peru,PER,Region of the Americas,64.10405499,64.88411557,65.65335516,66.41233965,67.16079083,67.89846241,68.62632387,69.34373312,70.00358527,70.63615905,71.26424853,71.88718434,72.50571175,73.11919354,73.72802777,74.33255088,74.93220605,75.52733725,76.11988955,76.70943879,77.29610288,77.87948762
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Philippines,PHL,Western Pacific Region,64.23493046,64.66458479,65.0950702,65.52638554,65.95853028,66.39150527,66.82530875,67.85678805,68.90062686,69.95698485,71.03098111,72.14066468,73.2569909,74.37995243,75.50927736,76.64501878,77.78700616,78.93576279,80.09068945,81.25102659,82.41604774,83.58501342
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Poland,POL,European Region,87.57454672,88.25683424,88.93535769,89.59468106,90.25626121,90.92024739,91.5867443,92.25553337,92.92665195,93.60026262,94.27628455,94.95471536,95.63499678,96.31801462,97.00370569,97.69210374,98.3831043,98.79660899,98.95542194,98.95753358,98.95750727,98.95735689
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Portugal,PRT,European Region,97.53591799,97.66663148,97.79516244,97.92197614,98.04708645,98.17043219,98.2921052,98.4120593,98.53033081,98.64689566,98.76178995,98.87502822,98.98660643,99.09653934,99.2048529,99.31157025,99.41671408,99.52031224,99.61005777,99.64511658,99.66338392,99.66231537
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Puerto Rico,PRI,Region of the Americas,97.6257622,97.8050784,97.9843946,98.16371079,98.34302699,98.52234319,98.70165939,98.88097558,99.06029178,99.23960798,99.41892418,99.59824038,99.77755657,99.95687277,100,100,100,100,100,100,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Qatar,QAT,Eastern Mediterranean Region,99.93654926,99.93654926,99.93654926,99.93654926,99.93654926,99.93654926,99.93654926,99.936549,99.93654874,99.93654848,99.93654822,99.93654796,99.93654769,99.93654743,99.93654717,99.93654691,99.93654665,99.93654639,99.93654613,99.93654587,99.93654561,99.93654534
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Romania,ROU,European Region,..,74.44028077,74.41285386,74.46313584,74.51303921,74.56293794,75.45251125,76.33912436,77.22276639,78.10344673,78.98116086,79.85590991,80.69239478,81.51375172,82.33594678,83.16540678,84.00182844,84.84359393,85.69062001,86.54158301,87.3956675,88.25225623
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Russian Federation,RUS,European Region,84.60441666,84.80257922,85.00044822,85.21033131,85.42408551,85.63744266,85.85040266,86.06295902,86.27511876,86.48658434,86.69794681,86.90891541,87.12345649,87.34110749,87.5622409,87.78612341,88.01284465,88.24221801,88.47379906,88.70741979,88.94290501,89.18007542
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Rwanda,RWA,African Region,44.90537276,46.47432727,48.01369406,49.40079872,50.76833554,52.13583418,53.50336729,54.87076799,56.23812326,57.60545072,58.97270437,60.33990942,61.70702272,63.07411459,64.43966488,65.80252404,67.16184973,68.51634336,69.86487595,71.20652487,72.53998769,73.86410779
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Samoa,WSM,Western Pacific Region,91.55052507,91.55192054,91.54997935,91.54624913,91.54254869,91.88973307,92.23782482,92.58687931,92.93686516,93.28773752,93.63949441,93.99212307,94.34551238,94.69976009,95.05491691,95.41097534,95.76793898,96.12580536,96.48459788,96.84425928,97.20473018,97.56595694
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,San Marino,SMR,European Region,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Sao Tome and Principe,STP,African Region,20.62246261,21.75812706,22.92814057,24.10569427,25.28539385,26.57910093,27.88092936,29.19009273,30.5058157,31.82677885,33.15281744,34.4829426,35.81674225,37.14938095,38.4812028,39.81178866,41.14102207,42.46883708,43.79519713,45.12010033,46.44358233,47.76581873
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Saudi Arabia,SAU,Eastern Mediterranean Region,95.16801558,95.17646547,95.18483452,95.19317182,95.20143076,95.20973459,95.21803102,95.22625842,95.23445004,95.24249452,95.25049889,95.25853786,95.26657875,95.2746946,95.28281126,95.29092453,95.29908095,95.30722953,95.31542083,95.32357599,95.33176165,95.33991438
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Senegal,SEN,African Region,36.84036295,37.82550224,38.81865004,39.86965615,40.96330218,42.05447761,43.14374844,44.23058868,45.31483962,46.3960168,47.47461952,48.55014862,49.62215099,50.69077632,51.75586322,52.81938068,53.88067904,54.93986862,55.99604196,57.04903418,58.09821203,59.14337995
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Serbia,SRB,European Region,95.51841122,95.5150405,95.51203256,95.50937692,95.50713587,95.67313774,95.83953229,96.00633275,96.17349588,96.34104292,96.50895354,96.67728763,96.84334429,97.00869675,97.1742765,97.3400185,97.50598959,97.67283343,97.84061079,97.89702165,97.89866038,97.90138596
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Seychelles,SYC,African Region,95.42113077,95.6637266,95.90632243,96.14891826,96.39151408,96.63410991,96.87670574,97.11930157,97.36189739,97.60449322,97.84708905,98.08968487,98.3322807,98.57487653,98.81747236,99.06006818,99.15258534,99.1642335,99.17582774,100,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Sierra Leone,SLE,African Region,7.694687399,7.926170809,8.158258285,8.390952316,8.949547037,9.538650825,10.15665091,10.79560308,11.45551038,12.13622097,12.83772609,13.56017966,14.3035858,15.0676037,15.8525628,16.65828544,17.48494717,18.33385814,19.20548437,20.09973877,21.01671302,21.95649816
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Singapore,SGP,Western Pacific Region,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Sint Maarten (Dutch part),SXM,#N/A,98.38442361,98.41493153,98.44543945,98.47594737,98.50645529,98.53696321,98.56747113,98.59797905,98.62848697,98.65899488,98.6895028,98.72001072,98.75051864,98.78102656,98.78102656,98.78102656,98.78102656,98.78102656,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Slovak Republic,SVK,European Region,99.8249495,99.832395,99.83485776,99.6609157,99.46972245,99.27787271,99.08535767,98.89217133,98.69834223,98.50383607,98.30654265,98.10826133,97.91150365,97.71412622,97.51612871,97.52082877,97.52625639,97.5323996,97.53177042,97.53184483,97.53262821,97.5341274
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Slovenia,SVN,European Region,99.11167513,99.11167513,99.11167513,99.11167513,99.11167513,99.11167513,99.11167513,99.0583073,99.00493948,98.95157165,98.89820383,98.844836,98.79146818,98.73810035,98.68473253,98.6313647,98.57799688,98.52462905,98.47126123,98.4178934,98.36452558,98.31115775
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Solomon Islands,SLB,Western Pacific Region,20.43499679,20.62504014,20.81900145,21.01688119,21.21867959,22.13309404,23.0582503,23.99433983,24.94207672,25.9006182,26.87066936,27.84860136,28.83499084,29.82932534,30.83105746,31.8407697,32.75393967,33.52835454,34.22832716,34.4924126,34.75592549,35.01829288
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Somalia,SOM,Eastern Mediterranean Region,20.17331675,20.77613917,21.37847489,22.13136706,22.8842981,23.86521763,24.86311213,24.56039105,25.90048944,27.25764738,28.63190619,30.01958317,31.00427533,32.00098644,33.01001229,34.03125899,35.06461223,36.1092644,37.16507373,38.23090616,39.30661599,40.39141264
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,South Africa,ZAF,African Region,59.54107407,60.41514318,61.29867225,62.18153174,63.05866651,63.9292262,64.79351205,65.65134763,66.50274251,67.34682969,68.18401558,69.01399509,69.83676376,70.65182162,71.45943405,72.25935381,73.05146606,73.83560097,74.61167954,75.37964529,76.13945498,76.89099332
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,South Sudan,SSD,African Region,..,..,..,..,..,..,..,..,..,..,..,6.868187151,7.802378287,8.783811663,9.813754902,10.8939961,12.02581005,13.21072504,14.45063574,15.74727768,15.84481737,15.94723372
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Spain,ESP,European Region,99.81337588,99.81324002,99.82037082,99.82742967,99.83451183,99.84160953,99.84873342,99.85587536,99.86304213,99.87022671,99.87743335,99.88466326,99.8919086,99.89917195,99.90609195,99.91247224,99.91888079,99.91984176,99.91959436,99.91935657,99.91910835,99.91885991
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Sri Lanka,LKA,South-East Asia Region,76.7684659,77.56522868,78.36539126,79.1689156,79.97582616,80.78612958,81.59980672,82.41687667,83.2373247,84.06115683,84.88837381,85.71897215,86.55296335,87.39031175,88.23107342,89.07529907,89.92305123,90.774373,91.62931766,92.48794077,93.35029014,94.21641465
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,St. Kitts and Nevis,KNA,Region of the Americas,86.45086338,87.10491962,87.75897586,88.4130321,89.06708835,89.72114459,90.37520083,91.02925707,91.68331331,92.33736955,92.99142579,93.64548203,94.29953828,94.95359452,94.95359452,94.95359452,94.95359452,94.95359452,..,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,St. Lucia,LCA,Region of the Americas,84.97445993,84.98031978,85.00258639,85.02425114,84.83124634,84.6384261,84.44639381,84.25554367,84.06634608,83.87896975,83.68750614,83.45543668,83.21779178,82.97381706,82.72336141,82.91353807,83.10351344,83.25700047,83.37599701,83.37232161,83.36810274,83.36331657
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,St. Martin (French part),MAF,#N/A,99.10978909,99.10978909,99.10978909,99.10978909,99.10978909,99.170399,99.23100892,99.29161884,99.35222876,99.41283868,99.47344859,99.53405851,99.59466843,99.65527835,99.71588826,99.77649818,99.8371081,99.89771802,99.95832794,100,100,100
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,St. Vincent and the Grenadines,VCT,Region of the Americas,66.729451,68.29328722,69.86859123,71.45503321,73.05254484,74.66080742,76.27973686,77.90889716,79.5483308,81.19770861,82.85683253,84.52549982,86.20350242,87.89055081,89.58660022,89.61493621,89.64348462,89.67216927,89.7010626,..,..,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Sudan,SDN,Eastern Mediterranean Region,20.59194217,20.60757113,20.62319954,20.63882743,20.65445597,21.85175533,23.04947221,24.32960173,25.61760551,26.92019243,28.2380452,29.57154962,30.92075822,32.28639395,33.66851838,35.06823626,36.48562633,36.57503217,36.67269719,36.77826076,36.89208337,..
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Suriname,SUR,Region of the Americas,78.0261253,78.34980815,78.67247799,78.99356949,79.31336302,79.94543734,80.57861196,81.21582471,81.85734899,82.50341655,83.1536032,83.80815195,84.46708209,85.1304157,85.80110657,86.4788571,87.16300964,87.85308697,88.54872136,89.24914259,89.95421179,89.96224117
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Sweden,SWE,European Region,99.20709752,99.19316621,99.17742145,99.1616385,99.14582375,99.12996947,99.11412733,99.09825644,99.08229227,99.06624267,99.05009768,99.03382236,99.01734949,99.0006983,98.98386383,98.96686691,98.9497051,98.93237967,98.91490808,98.89729066,98.87954361,98.86166517
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Switzerland,CHE,European Region,99.88097108,99.88096869,99.8809825,99.88100465,99.88101907,99.88103999,99.88106108,99.88107526,99.8810926,99.88110967,99.88112857,99.88400359,99.8868722,99.88973318,99.89258897,99.89544113,99.89829546,99.89987372,99.89987458,99.8998724,99.89987134,99.89987389
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Syrian Arab Republic,SYR,Eastern Mediterranean Region,88.43624688,88.59342744,88.74928714,88.90366612,89.05672119,89.40089926,89.74381695,90.08559558,90.42609633,90.76525252,91.10323177,91.3661562,91.63465551,91.90899948,92.18913573,92.54832191,92.90464017,93.25803452,93.60846332,93.95593183,94.30038024,94.64183196
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Tajikistan,TJK,European Region,89.90724321,90.2255774,90.54389537,90.86220124,91.23122482,91.60073015,91.97069026,92.34110478,92.71197129,93.08329679,93.4550745,93.82730518,94.19983954,94.57241318,94.94473268,95.31654164,95.68754771,96.05745978,96.42603336,96.77256026,96.76531721,96.75722667
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Tanzania,TZA,African Region,6.454557226,7.665474392,8.885653688,10.13623712,11.3353001,12.53382254,13.73176129,14.92879735,16.12503655,17.31962474,18.51297326,19.70430866,20.89371747,22.0803159,23.263107,24.44164431,25.61502101,26.78297089,27.94476555,29.09938898,30.24679971,30.43224677
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Thailand,THA,South-East Asia Region,92.4134381,92.68899088,92.96898574,93.25366787,93.54317223,93.8378159,94.13753945,94.44257795,94.75302661,95.0690932,95.39077726,95.72517644,96.06462505,96.40752409,96.75388016,97.10370857,97.45532879,97.79090838,98.12521623,98.42052371,98.71311919,99.00731704
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Timor-Leste,TLS,South-East Asia Region,..,..,35.22901668,36.5575152,37.88534136,39.1994679,40.39525649,41.58340119,42.76434665,43.93724571,45.1019142,46.25873702,47.40691414,48.54624606,49.67680825,50.79837389,51.91071534,53.01336696,54.10658659,55.1898927,56.26326474,57.32602571
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Togo,TGO,African Region,9.602940753,9.885647727,10.17042045,10.4570599,10.74557963,11.17730524,11.61955128,12.0722257,12.53545296,13.00825555,13.49141685,13.98931658,14.49989603,15.01992546,15.54974167,16.0892338,16.6392024,17.1993119,17.76945274,18.34951074,18.93937057,19.06792824
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Tonga,TON,Western Pacific Region,88.57915377,88.58243017,88.58559495,88.58887656,88.5921524,89.16473205,89.7370413,90.31029639,90.88395015,91.45690002,92.02915848,92.32612006,92.61480333,92.89715271,93.17622555,93.45211178,93.72475767,93.99415301,94.26079952,94.52446043,94.78496393,95.04204214
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Trinidad and Tobago,TTO,Region of the Americas,90.04467128,90.2962584,90.54819252,90.80047365,91.05310177,91.3060769,91.55939902,91.81306815,92.06708428,92.3214474,92.57615753,92.83121467,93.0866188,93.34236993,93.45693815,93.57150636,93.68607458,93.8006428,93.91521101,93.91521101,93.91521101,93.91521101
People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,Tunisia,TUN,Eastern Mediterranean Region,76.51507747,77.24806491,78.330102,79.41239397,80.48797796,81.53564876,82.58656838,83.63972586,84.69518496,85.75264335,86.81155369,87.87214983,88.933868,89.99604791,91.05902834,92.1233998,93.18816533,94.2525027,95.31562919,96.3765732,97.43446006,97.43598122
